,id,loanAmnt,term,interestRate,installment,grade,subGrade,employmentTitle,employmentLength,homeOwnership,annualIncome,verificationStatus,issueDate,isDefault,purpose,postCode,regionCode,dti,delinquency_2years,ficoRangeLow,ficoRangeHigh,openAcc,pubRec,pubRecBankruptcies,revolBal,revolUtil,totalAcc,initialListStatus,applicationType,earliesCreditLine,title,policyCode,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14
203457,203457,35000,3,7.26,1084.87,A,A4,662,10+ years,2,121337,1,2015/10/1,0,4,251,8,17.03,1,740,744,18,0,0,44422,34.1,31,0,0,2033/8/21,4,1,0,3,5,5,8,11,7,13,19,5,18,0,0,0,3
423409,423409,12000,3,15.04,416.22,C,C4,191,4 years,1,150000,1,2018/3/1,0,8,459,8,6.27,0,660,664,15,0,0,11698,88.6,17,0,0,2033/8/22,9,1,0,5,5,5,5,6,9,5,6,5,15,0,0,0,0
101132,101132,19200,5,16.99,477.07,D,D3,38,10+ years,0,55000,2,2015/10/1,1,0,878,43,32.02,1,675,679,16,0,0,11068,34.2,50,0,0,2033/8/23,0,1,3,4,9,9,4,11,25,11,24,9,16,0,0,1,4
559257,559257,20000,5,19.52,524.56,D,D4,223991,10+ years,0,103000,2,2013/7/1,0,0,125,9,11.16,0,680,684,6,0,0,9575,67.4,18,0,0,2033/8/24,0,1,1,1,2,2,1,4,9,4,7,2,6,0,0,0,2
386808,386808,14800,3,10.15,478.6,B,B2,195457,10+ years,0,33000,0,2014/6/1,0,0,735,2,25.96,0,765,769,11,0,0,15345,30.2,25,1,0,2033/8/25,0,1,0,2,2,2,6,11,7,9,15,2,11,0,0,0,0
781274,781274,10825,3,10.75,353.12,B,B4,666,8 years,1,51500,1,2016/4/1,0,5,111,8,1.7,0,710,714,3,1,0,5109,15.1,11,0,0,2033/8/26,2,1,0,2,2,2,3,5,4,3,6,2,3,0,0,0,0
128517,128517,40000,3,11.49,1318.86,B,B5,4668,< 1 year,0,150000,2,2016/9/1,0,4,240,21,26.55,1,695,699,31,0,0,230520,44.4,63,0,0,2033/8/27,4,1,0,12,15,15,16,23,8,28,50,15,31,0,0,0,6
261611,261611,30000,5,9.44,629.18,B,B1,653,10+ years,1,95000,0,2018/2/1,0,0,193,13,9.18,0,805,809,6,0,0,12651,18,15,0,0,2033/8/28,0,1,0,3,3,3,4,6,6,4,8,3,6,0,0,0,1
797223,797223,32000,5,18.2,816.08,E,E1,9917,10+ years,0,75000,1,2015/12/1,1,0,692,9,10.88,0,685,689,7,0,0,11846,55.6,17,0,0,2033/8/29,0,1,2,2,4,4,2,2,5,5,9,4,7,0,0,0,2
563769,563769,12000,5,15.41,288.07,D,D1,5445,10+ years,0,55000,2,2015/12/1,0,0,323,12,20.88,0,680,684,11,0,0,9761,48.3,18,0,0,2033/8/30,0,1,0,1,5,5,1,1,9,7,7,5,11,0,0,0,2
68689,68689,16000,3,6.24,488.5,A,A2,70723,7 years,1,75000,1,2015/5/1,0,0,143,8,11.5,0,730,734,14,0,0,18852,44,25,0,0,2033/8/31,0,1,0,4,4,4,7,8,13,9,12,4,14,0,0,0,2
468184,468184,19700,5,25.89,588.55,G,G3,1440,1 year,0,65000,2,2014/8/1,0,4,380,26,9.34,0,685,689,12,0,0,14933,81.6,17,0,0,2033/9/1,4,1,0,6,8,8,7,10,1,10,15,8,12,0,0,0,3
650336,650336,19300,3,6.49,591.44,A,A2,1085,10+ years,0,115000,0,2014/11/1,0,4,188,23,25.09,0,685,689,9,0,0,49113,75.9,32,1,0,2033/9/2,4,1,0,3,5,5,3,14,6,6,24,5,9,0,0,0,2
162918,162918,21825,5,15.59,526,C,C5,1333,5 years,0,52000,1,2016/8/1,0,4,167,8,25.04,0,665,669,7,1,1,10713,78.2,26,0,0,2033/9/3,4,1,0,4,5,5,4,7,9,5,14,5,7,0,0,0,0
228159,228159,28000,5,28.72,884.01,F,F1,365476,< 1 year,1,80000,0,2017/11/1,1,3,219,21,9.5,0,710,714,5,0,0,2703,56.3,15,0,0,2033/9/4,3,1,0,2,2,2,2,4,8,3,6,2,5,0,0,0,2
485228,485228,9800,3,7.62,305.39,A,A3,26230,7 years,1,120000,0,2014/1/1,0,0,74,30,4.27,0,785,789,5,0,0,5741,27,21,0,0,2033/9/5,0,1,0,1,1,1,2,14,1,2,18,1,5,0,0,0,1
753368,753368,12125,3,14.46,417.12,C,C4,54,,1,27600,2,2016/4/1,0,0,134,8,27.74,0,690,694,8,0,0,12214,59,17,1,0,2033/9/6,2,1,1,3,6,6,3,4,4,7,13,6,8,0,0,0,1
664127,664127,10000,3,11.49,329.72,B,B5,362203,10+ years,0,45000,1,2016/7/1,1,0,377,11,29.04,0,715,719,19,0,0,13736,21.8,33,0,0,2033/9/7,0,1,1,8,11,11,11,15,2,17,30,11,19,0,0,0,4
487072,487072,16200,5,11.99,360.28,C,C1,1059,10+ years,0,98500,2,2016/2/1,0,4,89,3,23.27,0,725,729,19,0,0,24917,34,44,0,0,2033/9/8,4,1,0,4,8,8,8,11,21,14,22,8,19,0,0,0,8
110517,110517,5900,3,15.61,206.3,D,D1,55529,< 1 year,1,75000,1,2015/8/1,0,0,300,9,22.07,2,660,664,8,0,0,4901,84.5,13,1,0,2033/9/9,0,1,1,2,4,4,2,2,6,4,5,4,8,0,0,0,2
191718,191718,10000,3,8.24,314.48,B,B1,13899,8 years,1,60000,1,2016/12/1,0,0,557,7,11.98,0,670,674,3,3,1,9007,73.8,7,0,0,2033/9/10,0,1,0,2,2,2,2,2,4,2,3,2,3,0,0,0,0
743577,743577,24000,3,10.75,782.9,B,B4,5862,2 years,1,115000,2,2016/3/1,0,5,4,3,7.8,0,715,719,10,0,0,20158,42.4,12,0,0,2033/9/11,6,1,0,2,3,3,3,3,2,7,8,3,10,0,0,0,1
201675,201675,13000,3,7.89,406.72,A,A5,14523,10+ years,0,44000,1,2015/12/1,0,0,77,7,22.83,0,665,669,6,0,0,17303,74.9,15,0,0,2033/9/12,0,1,0,2,4,4,2,4,2,4,11,4,6,0,0,0,1
357593,357593,18000,5,11.99,400.31,C,C1,2492,2 years,0,70000,0,2016/6/1,1,4,376,43,19.73,0,670,674,19,0,0,9561,27,49,0,0,2033/9/13,4,1,1,4,9,9,5,10,16,13,28,9,19,0,0,0,5
162206,162206,21950,3,14.99,760.8,C,C5,5319,10+ years,0,55000,1,2015/1/1,0,0,175,14,21.07,0,700,704,19,0,0,22547,24.6,39,0,0,2033/9/14,0,1,0,8,14,14,8,20,0,18,37,14,19,0,0,0,0
682061,682061,9100,3,6.03,276.97,A,A1,41655,10+ years,0,72000,0,2014/11/1,0,4,240,21,10.45,0,825,829,26,0,0,13724,8.4,42,0,0,2033/9/15,4,1,0,16,19,19,17,26,4,23,36,19,26,0,0,0,1
610909,610909,12000,3,18.99,439.82,D,D3,2056,10+ years,1,75000,1,2016/11/1,1,0,282,7,33.5,0,675,679,20,0,0,44813,77.1,32,0,0,2033/9/16,0,1,0,10,13,13,10,17,5,18,27,13,20,0,0,0,1
361682,361682,24000,3,7.62,747.88,A,A3,2070,< 1 year,0,75000,2,2014/1/1,0,4,31,2,12.2,0,670,674,10,0,0,35133,62.6,17,1,0,2033/9/17,4,1,0,6,6,6,7,7,9,7,7,6,10,0,0,0,1
367646,367646,20000,3,11.53,659.81,B,B5,11589,6 years,0,250000,1,2015/3/1,0,4,359,43,7.54,0,695,699,13,0,0,18406,41.8,27,1,0,2033/9/18,4,1,0,5,6,6,9,12,6,10,16,6,13,0,0,0,3
667677,667677,10000,5,24.5,290.59,F,F3,2746,2 years,0,99000,1,2014/10/1,0,0,271,35,10.11,0,665,669,15,1,0,14917,62.9,24,0,0,2033/9/19,0,1,0,3,9,9,5,7,5,12,16,9,15,0,0,0,7
504601,504601,17600,3,12.99,592.93,B,B4,266429,6 years,1,80000,0,2013/9/1,0,0,62,13,14.54,0,715,719,15,0,0,24104,46.7,30,1,0,2033/9/20,28,1,0,7,10,10,8,14,4,14,25,10,15,0,0,0,4
33279,33279,13000,3,6.92,400.93,A,A4,96439,1 year,1,47000,0,2015/3/1,0,4,715,13,18.13,0,700,704,14,0,0,13905,41.5,21,0,0,2033/9/21,4,1,0,6,6,6,8,8,8,11,13,6,14,0,0,0,1
427030,427030,40000,3,7.35,1241.5,A,A4,3654,8 years,2,132000,2,2017/10/1,0,0,711,0,20.25,0,720,724,10,0,0,42636,81.4,24,1,0,2033/9/22,0,1,0,3,3,3,4,6,14,4,6,3,10,0,0,0,1
28569,28569,17900,5,15.04,426.22,C,C4,111548,7 years,0,98600,1,2018/2/1,0,5,582,14,10.32,0,660,664,10,1,1,233,2.2,14,0,0,2033/9/23,6,1,0,2,2,2,7,7,4,7,7,2,10,0,0,0,3
562558,562558,4375,3,10.74,142.7,B,B4,232145,1 year,1,20004,0,2011/4/1,0,0,29,19,24.18,0,695,699,9,0,0,4072,66.8,11,1,0,2033/9/24,38,1,,,,,,,,,,,,,,,
147366,147366,16600,5,14.99,394.83,C,C4,253069,4 years,1,53000,1,2017/1/1,0,1,188,23,12.7,0,810,814,10,0,0,973,4.3,22,0,0,2033/9/25,1,1,0,1,3,3,2,4,11,7,10,3,10,0,0,0,1
619056,619056,12000,3,11.49,395.66,B,B5,378108,6 years,0,86000,0,2016/10/1,1,9,275,8,14.45,1,745,749,14,0,0,24900,33.2,25,1,0,2033/9/26,10,1,0,5,7,7,8,9,6,11,13,7,14,0,0,0,4
457436,457436,35000,5,20.99,946.68,E,E5,38,10+ years,1,83000,1,2015/10/1,1,0,261,8,35.87,2,660,664,15,0,0,7394,82.2,42,1,0,2033/9/27,0,1,0,7,11,11,8,11,19,12,23,11,15,0,0,0,2
764364,764364,4000,3,20.39,149.46,D,D4,535,6 years,1,101037,0,2018/3/1,0,4,641,13,23.71,0,690,694,14,0,0,33905,73.9,37,0,0,2033/9/28,4,1,0,7,8,8,8,9,27,9,10,8,14,0,0,0,0
122013,122013,16800,3,11.47,553.76,B,B5,2930,4 years,1,60000,1,2016/2/1,0,0,277,8,17.52,1,690,694,8,0,0,4759,48.6,13,0,0,2033/9/29,0,1,1,1,2,2,1,3,6,5,7,2,8,0,0,1,0
595190,595190,4475,3,24.99,177.91,F,F4,368,6 years,1,25000,0,2015/2/1,0,0,171,8,20.21,0,700,704,4,0,0,10866,47.9,4,1,0,2033/9/30,0,1,0,2,4,4,2,2,0,4,4,4,4,0,0,0,3
143791,143791,5000,3,9.16,159.38,B,B2,2348,10+ years,0,64000,2,2016/3/1,0,2,409,11,13.05,0,685,689,6,1,0,11524,90.7,14,0,0,2033/10/1,5,1,0,3,3,3,3,5,5,3,6,3,6,0,0,0,0
729867,729867,10000,3,8.18,314.2,B,B1,21085,3 years,0,120000,0,2015/11/1,0,0,147,26,5.38,0,670,674,6,1,1,5321,62,29,0,0,2033/10/2,0,1,0,1,4,4,9,14,4,4,22,3,6,,0,0,2
156613,156613,7000,3,12.49,234.15,B,B5,662,10+ years,0,52800,1,2014/7/1,0,0,140,8,14.68,0,695,699,18,1,1,7884,36.2,32,0,0,2033/10/3,0,1,0,3,5,5,3,6,8,14,23,5,18,0,0,0,4
519942,519942,7800,3,9.17,248.66,B,B2,9714,9 years,0,140000,1,2015/12/1,0,2,148,11,12.24,0,725,729,15,0,0,9826,26.8,30,0,0,2033/10/4,5,1,0,3,7,7,6,8,12,12,15,7,15,0,0,0,3
163241,163241,18000,5,10.99,391.28,B,B4,93108,6 years,1,49000,1,2015/3/1,0,0,331,8,21.68,0,710,714,11,0,0,12420,54.2,35,1,0,2033/10/5,0,1,0,2,4,4,2,7,12,9,23,4,11,0,0,0,1
280440,280440,35000,3,13.33,1184.86,C,C3,405,8 years,0,223000,1,2015/9/1,0,5,160,4,22.92,0,760,764,16,0,0,173436,32.6,36,1,0,2033/10/6,6,1,0,5,6,6,5,8,17,7,14,6,16,0,0,0,1
190975,190975,22000,5,20.49,588.88,E,E4,615,10+ years,2,77376,1,2015/2/1,1,5,182,8,16.18,0,700,704,9,0,0,17269,60.8,15,0,0,2033/10/7,6,1,1,3,5,5,5,5,2,7,8,5,9,0,0,0,2
31962,31962,8800,3,12.69,295.2,C,C2,84708,2 years,1,40000,1,2015/4/1,0,0,556,10,26.19,0,680,684,11,0,0,9556,82.4,22,1,0,2033/10/8,0,1,0,2,4,4,2,2,16,4,6,4,11,0,0,0,1
18004,18004,18000,5,9.17,375.14,B,B2,302,10+ years,0,110000,1,2015/9/1,0,4,171,8,3.11,0,695,699,6,0,0,13613,42.7,20,0,0,2033/10/9,4,1,2,2,2,2,4,5,1,5,13,2,6,0,0,0,2
369293,369293,20000,3,9.75,643,B,B3,1388,10+ years,0,115000,1,2016/4/1,0,0,51,13,2.84,1,700,704,4,0,0,10665,65,16,1,0,2033/10/10,0,1,0,3,3,3,3,8,2,3,11,3,4,0,0,0,1
388880,388880,8000,3,8.18,251.36,B,B1,87325,9 years,1,45000,1,2015/4/1,0,4,157,8,18.95,0,695,699,7,0,0,9079,69.8,8,1,0,2033/10/11,4,1,0,3,5,5,3,4,1,6,7,5,7,0,0,0,2
658466,658466,15700,5,25.8,468.21,G,G1,11157,5 years,2,144500,2,2015/3/1,0,5,222,12,19.72,0,665,669,20,0,0,84535,99.5,45,1,0,2033/10/12,6,1,0,10,12,12,11,21,4,13,27,12,20,0,0,0,4
32999,32999,6000,3,6.49,183.87,A,A2,132071,2 years,0,210000,1,2016/5/1,0,2,111,8,12.36,0,685,689,11,0,0,19671,51.8,41,0,0,2033/10/13,5,1,1,3,6,6,3,12,13,8,24,6,11,0,0,0,2
129254,129254,8000,3,7.35,248.3,A,A4,26926,10+ years,2,56000,0,2017/8/1,0,4,27,12,26.96,0,720,724,10,0,0,8076,20.1,29,0,0,2033/10/14,4,1,0,3,5,5,5,7,16,8,13,5,10,0,0,0,2
11621,11621,35000,3,7.89,1095,A,A5,49210,10+ years,2,152000,1,2015/9/1,0,4,666,13,13.03,0,755,759,9,0,0,24613,65.1,22,0,0,2033/10/15,4,1,0,3,4,4,3,5,12,4,7,4,9,0,0,0,1
501826,501826,25000,3,16.99,891.2,D,D3,4596,8 years,0,61000,2,2015/12/1,0,2,73,23,16.74,0,685,689,9,0,0,1764,24.8,11,1,0,2033/10/16,5,1,1,3,3,3,4,4,4,5,5,3,9,0,0,0,4
393599,393599,20000,5,15.77,483.93,D,D1,80,3 years,1,87000,2,2016/1/1,0,0,791,14,5.17,0,660,664,17,0,0,17232,45.2,22,0,0,2033/10/17,0,1,2,5,6,6,8,8,7,14,14,6,17,0,0,0,5
28619,28619,8000,3,18.25,290.23,D,D2,279105,3 years,1,33000,0,2013/8/1,0,0,348,18,29.09,0,690,694,13,0,0,15987,69.9,37,1,0,2033/10/18,0,1,0,1,6,6,1,4,10,9,27,6,13,0,0,0,4
405605,405605,10000,3,11.99,332.1,C,C1,31142,10+ years,0,45000,1,2016/2/1,0,0,176,3,17.04,0,660,664,8,0,0,5120,69.2,12,0,0,2033/10/19,0,1,1,2,4,4,2,3,2,5,7,4,8,0,0,0,2
394773,394773,21000,5,9.99,446.09,B,B3,61327,10+ years,0,200000,1,2015/8/1,0,0,57,9,14.35,0,735,739,20,0,0,193926,53.2,33,1,0,2033/10/20,0,1,0,9,16,16,10,13,2,17,22,16,20,0,0,0,0
172515,172515,18000,5,22.2,499.19,E,E4,271596,7 years,1,69000,2,2013/9/1,0,0,63,14,23.15,0,660,664,18,1,1,17790,82.4,36,0,0,2033/10/21,38,1,0,5,13,13,6,14,12,15,24,13,18,0,0,0,1
439304,439304,10925,3,17.99,394.92,D,D2,54,,0,24852,0,2017/2/1,0,4,45,21,31.68,0,735,739,14,0,0,3739,13,25,1,1,2033/10/22,4,1,0,4,6,6,6,10,5,12,20,6,14,0,0,0,3
184358,184358,5000,3,13.66,170.07,C,C3,3229,1 year,1,48000,0,2015/2/1,0,0,163,21,26.9,0,665,669,5,1,1,1960,66,25,1,0,2033/10/23,0,1,0,3,3,3,5,7,12,3,11,3,5,,0,0,4
736029,736029,16800,3,12.29,560.34,C,C1,54644,1 year,1,85000,2,2015/8/1,0,0,116,14,27.12,1,670,674,21,0,0,23510,33.5,32,0,0,2033/10/24,0,1,0,11,12,12,12,15,11,16,20,12,21,0,0,0,8
397395,397395,25000,3,15.77,876.09,D,D1,296,10+ years,0,197000,0,2016/1/1,0,4,367,45,13.02,0,670,674,21,0,0,45663,77.8,32,1,0,2033/10/25,4,1,0,11,14,14,11,13,8,17,20,14,21,0,0,0,3
43139,43139,7500,3,6.03,228.27,A,A1,173124,< 1 year,0,33000,1,2013/12/1,0,4,432,10,23.27,0,775,779,7,0,0,7564,26.5,12,1,0,2033/10/26,413,1,0,1,1,1,2,3,7,3,4,1,7,0,0,0,1
795380,795380,6000,3,18.99,219.91,D,D3,210,7 years,1,33280,1,2016/11/1,1,0,484,21,26,0,660,664,5,0,0,3132,53.1,9,0,0,2033/10/27,0,1,0,0,3,3,0,1,5,3,4,3,5,0,0,0,1
21737,21737,10000,3,24.49,394.91,E,E3,199,< 1 year,1,65000,1,2016/10/1,1,0,19,14,6.92,1,665,669,3,0,0,29,1.3,4,1,0,2033/10/28,0,1,0,1,1,1,2,2,2,2,2,1,3,0,0,1,1
264707,264707,19950,5,17.27,498.71,C,C5,312351,7 years,0,45000,2,2013/3/1,0,2,203,30,15.52,0,700,704,8,0,0,16364,45.1,20,0,0,2033/10/29,5,1,2,1,3,3,2,5,4,7,13,3,8,0,0,0,2
315798,315798,12000,5,16.29,293.67,D,D2,144,3 years,1,35000,0,2014/6/1,1,4,216,8,31.38,0,700,704,13,0,0,12124,55.1,13,0,0,2033/10/30,4,1,0,6,9,9,6,6,4,9,9,9,13,0,0,0,0
574819,574819,2500,3,9.99,80.66,B,B3,49,4 years,2,76000,0,2015/6/1,0,0,57,9,12.03,1,665,669,17,0,0,5175,10.6,23,0,0,2033/10/31,0,1,0,5,5,5,9,11,7,12,16,5,17,0,0,0,3
188230,188230,20000,5,16.02,486.58,C,C5,18355,10+ years,0,60000,1,2017/5/1,0,0,112,23,31.58,0,775,779,20,0,0,14647,23.9,27,0,0,2033/11/1,0,1,0,4,7,7,9,12,7,14,18,7,20,0,0,0,3
261543,261543,25000,3,12.29,833.83,C,C1,3797,10+ years,0,150000,0,2015/9/1,0,0,61,31,16.27,0,720,724,9,0,0,28032,66,21,0,0,2033/11/2,0,1,0,4,4,4,4,8,6,5,10,4,9,0,0,0,1
135367,135367,23000,5,12.69,519.68,C,C2,185,9 years,0,84000,2,2015/10/1,0,0,498,32,22.54,0,735,739,13,0,0,8087,28.6,29,0,0,2033/11/3,0,1,0,4,6,6,7,8,16,9,12,6,13,0,0,0,1
751452,751452,17000,3,18.06,615.11,D,D2,66594,3 years,1,50000,1,2017/12/1,0,0,840,22,4.97,0,710,714,2,0,0,6904,81.2,3,0,0,2033/11/4,0,1,0,1,1,1,1,1,0,2,3,1,2,0,0,0,0
355087,355087,24000,5,15.61,578.68,C,C3,985,10+ years,2,93000,2,2013/11/1,0,0,617,9,16.62,0,740,744,6,0,0,10115,51.9,42,1,0,2033/11/5,38,1,0,1,2,2,2,21,11,3,26,2,6,0,0,0,2
623076,623076,5000,3,11.67,165.29,B,B4,144,4 years,0,45000,1,2014/6/1,0,0,43,19,13.65,0,670,674,7,2,1,3948,47,33,0,0,2033/11/6,0,1,1,4,5,5,4,11,9,5,21,5,7,0,0,0,0
755928,755928,6000,3,18.49,218.4,D,D2,229835,8 years,0,68000,0,2012/11/1,0,2,4,3,19.06,0,660,664,4,0,0,3244,72.1,9,1,0,2033/11/7,45278,1,0,1,2,2,1,1,6,2,2,2,4,0,0,0,0
267785,267785,12000,3,8.08,376.48,A,A5,16739,10+ years,0,61000,0,2018/6/1,0,0,23,9,14.74,2,715,719,14,0,0,6356,31.6,18,0,0,2033/11/8,0,1,0,3,9,9,4,5,2,11,14,9,14,0,0,0,2
33777,33777,28000,3,9.17,892.61,B,B2,22121,2 years,0,300000,2,2015/10/1,0,0,209,21,1.98,0,685,689,10,0,0,21900,38.3,15,1,0,2033/11/9,0,1,0,6,6,6,7,9,3,8,11,6,10,0,0,0,8
758578,758578,32000,5,19.52,839.29,D,D4,273987,5 years,0,110000,2,2013/8/1,0,0,140,8,23.87,1,660,664,13,0,0,23919,69.5,25,0,0,2033/11/10,544,1,0,4,6,6,4,6,8,8,14,6,13,0,0,0,2
278022,278022,20000,5,18.25,510.6,D,D3,695,1 year,1,142000,2,2016/3/1,1,0,282,7,27.9,0,675,679,29,4,0,25780,36,33,0,0,2033/11/11,2,1,0,10,19,19,13,14,8,19,23,16,29,,0,0,7
735848,735848,19400,3,13.67,659.95,B,B5,12773,8 years,1,105000,0,2013/10/1,0,0,62,13,18.45,1,670,674,17,0,0,26339,65.3,23,1,0,2033/11/12,29470,1,0,5,10,10,6,7,7,12,15,10,17,0,0,0,2
644934,644934,1200,3,13.99,41.01,C,C4,63321,< 1 year,1,45000,0,2015/7/1,0,5,317,36,20.11,1,660,664,10,0,0,13900,90.3,17,0,0,2033/11/13,6,1,0,4,7,7,4,7,4,8,12,7,10,0,0,0,0
722861,722861,18400,3,9.99,593.63,B,B1,265827,3 years,1,53500,1,2013/9/1,0,0,111,8,29.47,0,710,714,10,0,0,38577,77.2,20,1,0,2033/11/14,70,1,0,4,5,5,6,10,4,8,14,5,10,0,0,0,1
348112,348112,2400,3,23.7,93.79,F,F1,54,,0,22000,2,2013/11/1,1,2,361,8,15.55,0,700,704,5,0,0,13233,94.5,10,1,0,2033/11/15,5323,1,0,5,5,5,5,7,1,5,8,5,5,0,0,0,1
306067,306067,12375,3,16.99,441.15,D,D1,353909,2 years,2,120000,1,2016/9/1,0,9,353,30,7.32,0,660,664,9,2,2,7000,42.2,20,0,0,2033/11/16,10,1,0,2,2,2,3,9,1,8,18,2,9,0,0,0,3
257872,257872,35000,5,19.99,927.1,E,E4,653,3 years,0,96000,2,2015/7/1,0,0,9,7,4.14,0,695,699,6,0,0,6861,72.2,6,0,0,2033/11/17,0,1,0,1,3,3,1,1,1,4,4,3,6,0,0,0,1
519232,519232,10000,3,9.75,321.5,B,B3,38,10+ years,1,78813,0,2016/3/1,0,5,134,8,5.31,0,680,684,3,0,0,300,15,6,0,0,2033/11/18,6,1,0,0,1,1,1,1,2,2,4,1,3,0,0,0,1
156632,156632,35000,3,11.99,1162.34,B,B3,259435,10+ years,0,80000,2,2013/11/1,0,4,320,13,12.35,0,735,739,16,0,0,26678,46.2,24,0,0,2033/11/19,4,1,0,5,8,8,9,12,4,14,18,8,16,0,0,0,1
82039,82039,3500,3,15.61,122.38,D,D1,93339,3 years,0,65000,0,2015/3/1,0,0,232,13,17.28,0,670,674,6,1,1,5788,41.3,8,1,0,2033/11/20,0,1,0,2,2,2,3,3,4,3,4,2,6,0,0,0,2
210954,210954,11850,5,25.49,351.23,E,E4,255479,1 year,1,37000,1,2017/1/1,1,0,89,3,25.01,0,690,694,17,0,0,11851,39.2,20,1,0,2033/11/21,0,1,0,9,12,12,10,11,3,16,17,12,17,0,0,0,5
112943,112943,12000,3,11.49,395.66,B,B5,23035,10+ years,1,44500,1,2015/11/1,1,0,313,43,32.47,0,690,694,15,0,0,11803,34,25,1,0,2033/11/22,0,1,0,6,13,13,6,7,9,13,16,10,15,,0,0,4
300888,300888,14000,3,16.91,498.52,C,C5,33739,10+ years,0,70000,2,2018/8/1,0,0,651,39,18.55,0,690,694,11,1,1,4903,40.5,24,0,1,2033/11/23,0,1,0,1,2,2,1,4,13,4,9,2,10,0,0,0,4
640751,640751,22850,5,24.99,670.55,F,F4,14448,2 years,1,100000,2,2015/8/1,1,0,401,24,6.77,0,660,664,9,1,0,10354,74,22,0,0,2033/11/24,0,1,3,8,8,8,9,12,6,9,15,8,9,0,0,0,1
206395,206395,20000,5,18.99,518.71,D,D3,12694,10+ years,0,60000,2,2016/7/1,0,0,568,0,15.8,0,675,679,13,0,0,27673,86.7,18,1,0,2033/11/25,0,1,2,4,6,6,4,4,3,11,11,6,13,0,0,0,3
281300,281300,15000,5,19.19,390.68,E,E3,10270,3 years,1,48000,1,2015/6/1,1,0,1,1,20.23,0,690,694,11,0,0,5866,31.9,20,0,0,2033/11/26,0,1,0,1,2,2,2,4,7,7,13,2,11,0,0,0,3
730193,730193,20000,5,8.18,407.26,B,B1,4732,5 years,0,120000,1,2015/7/1,0,0,153,11,22.49,0,700,704,15,0,0,35570,47.2,49,0,0,2033/11/27,0,1,0,5,8,8,7,9,30,12,16,8,15,0,0,0,0
200588,200588,10800,3,12.99,363.85,C,C1,188144,6 years,1,49600,1,2014/8/1,1,0,10,8,11.78,0,685,689,8,0,0,17963,83.2,13,0,0,2033/11/28,0,1,0,5,8,8,5,8,2,8,11,8,8,0,0,0,0
321235,321235,12225,3,13.33,413.86,C,C3,35650,5 years,2,38000,0,2015/10/1,0,4,432,10,35.83,0,680,684,16,0,0,9390,48.4,26,1,0,2033/11/29,4,1,1,6,10,10,6,8,5,13,20,10,16,0,0,0,3
19025,19025,4700,5,17.27,117.5,D,D2,54,,0,41000,1,2016/3/1,1,4,230,2,18.3,0,660,664,11,1,1,20509,59.3,20,0,0,2033/11/30,4,1,0,5,8,8,6,8,6,9,12,8,11,0,0,0,2
123067,123067,4000,3,16.78,142.18,C,C5,274615,6 years,1,30000,0,2013/8/1,1,0,369,21,6.16,0,660,664,5,0,0,3443,67.5,7,1,0,2033/12/1,0,1,0,3,4,4,4,4,2,5,5,4,5,0,0,0,1
681717,681717,30000,3,9.99,967.88,B,B3,22714,8 years,1,88500,1,2015/11/1,1,0,48,10,16.49,0,675,679,10,0,0,13781,74,23,0,0,2033/12/2,0,1,0,2,4,4,6,6,8,4,14,3,8,,0,0,1
794993,794993,7000,3,14.08,239.52,C,C3,368068,1 year,1,48000,1,2017/10/1,0,3,437,15,19.53,0,695,699,11,0,0,12416,54.5,20,0,0,2033/12/3,3,1,0,2,2,2,2,4,11,4,9,2,11,0,0,0,1
614330,614330,22400,3,5.32,674.58,A,A1,23712,3 years,0,110000,0,2015/11/1,0,4,434,2,15.58,0,805,809,13,0,0,16064,36.8,26,0,0,2033/12/4,4,1,0,2,2,2,2,5,10,7,11,2,13,0,0,0,0
361485,361485,10000,3,15.31,348.18,C,C5,148752,10+ years,1,39000,1,2016/3/1,0,0,570,43,15.11,0,680,684,5,1,0,3593,24.3,18,0,0,2033/12/5,2,1,0,2,3,3,2,3,9,3,8,3,5,0,0,0,2
169390,169390,15000,3,9.99,483.94,B,B3,12743,6 years,1,64000,0,2015/4/1,0,0,25,13,25.43,0,660,664,13,0,0,17787,88.5,14,1,0,2033/12/6,0,1,0,4,7,7,4,4,7,7,7,7,13,0,0,0,1
448052,448052,14950,5,24.99,438.72,F,F4,62,3 years,2,64000,1,2014/4/1,0,2,477,7,20.68,3,670,674,12,0,0,5440,85,25,0,0,2033/12/7,5,1,3,2,3,3,3,4,15,6,9,3,12,0,0,0,3
662924,662924,6000,3,12.59,200.99,C,C2,77,2 years,0,73000,1,2015/12/1,0,0,222,12,8.17,0,680,684,10,0,0,7229,62.3,17,0,0,2033/12/8,0,1,0,5,7,7,6,8,3,8,11,7,10,0,0,0,2
754567,754567,16000,3,7.39,496.9,A,A4,161,5 years,0,65000,0,2016/5/1,0,0,104,23,20.73,0,695,699,17,1,1,12072,66,23,0,0,2033/12/9,0,1,0,2,10,10,2,2,9,10,13,5,16,,0,0,4
697643,697643,13000,3,12.12,432.54,B,B3,219488,10+ years,1,30000,2,2012/6/1,0,4,434,2,17.88,0,695,699,5,0,0,13074,79.7,8,1,0,2033/12/10,241,1,,,,,,,,,,,,,,,
